电影ID,电影名,海报路径,星级,评论
1420238,纯真时刻,电影海报\1420238_纯真时刻.jpg,3,唯一亮点是结局。
1420238,纯真时刻,电影海报\1420238_纯真时刻.jpg,3,世界和平要靠把妹！
1420238,纯真时刻,电影海报\1420238_纯真时刻.jpg,4,唯有最后一刻画面的花与大饼怦然心动，但作为元电影还是不乏粗糙质感
1420238,纯真时刻,电影海报\1420238_纯真时刻.jpg,4,"(′へ`、 ) 
存了快十年的老资源，被人强行领先！
( ? °皿°)??3??"
1420238,纯真时刻,电影海报\1420238_纯真时刻.jpg,5,导演用电影重建生命，影像定格在那一纯真时刻
1420238,纯真时刻,电影海报\1420238_纯真时刻.jpg,4,不错！
1420238,纯真时刻,电影海报\1420238_纯真时刻.jpg,5,伊朗的馕（太太太好吃了），波斯的花，真可以挽救颓丧的生活。最后一帧，真是有创意。
1420238,纯真时刻,电影海报\1420238_纯真时刻.jpg,5,非常有趣的视角，从警察身上折射出人性的局限和挣扎，这是剧本所写不出来的魅力。结局设计很好。
1420238,纯真时刻,电影海报\1420238_纯真时刻.jpg,4,像一个感人的电视整人节目，漂亮舒服有趣，很天真
1420238,纯真时刻,电影海报\1420238_纯真时刻.jpg,5,一声赞叹。无所不用其及，最简单的方式探索到了影像最本质的问题：现实与虚构。内有大段大段的文章可以作啊。迷人，太迷人了。
1295409,纵横四海,电影海报\1295409_纵横四海.jpg,4,你们都知道我的性格，我喜欢西逛逛，东逛逛，我喜欢流浪，其实爱一个人并不是要跟她一辈子的，我喜欢花， 难道我摘下来你让我闻闻，我喜欢风，难道你让风停下来，我喜欢云，难道你就让云罩着我，我喜欢海，难道我去跳海？
1295409,纵横四海,电影海报\1295409_纵横四海.jpg,5,香港浪漫主义警匪动作片的巅峰之作！那段发哥和红姑的轮椅舞堪称香港电影史上的经典镜头~~
1295409,纵横四海,电影海报\1295409_纵横四海.jpg,3,有些电影，就该在那个时代看……
1295409,纵横四海,电影海报\1295409_纵横四海.jpg,3,套在枪战片外壳下的偷盗片，如果不是演员不会如此成功，反类型了，试问盗贼都能杀将出去，要偷技何用。
1295409,纵横四海,电影海报\1295409_纵横四海.jpg,2,我咋觉得这部豆瓣高分电影挺不靠谱呢？相较于《盗走达·芬奇》《偷天陷阱》里那种机关重重的设计，本片里的名画防盗措施怎么这么垃圾？然后，那些小喽啰在主人公面前都成了笨蛋，那么多人开枪都打不中，而主人公随便开两枪就能射中他们，那些人是专门送死的吧？另外，个人也不太喜欢片中发叔嚼口香糖的样子。……附注：《纵横四海》枪战的虚假反衬出同一天观看的《枪火》的枪战更加真实可信、精彩耐看。
1295409,纵横四海,电影海报\1295409_纵横四海.jpg,2,不追求真实，只追求美。经典的或许只是演员本身，而非电影。
1295409,纵横四海,电影海报\1295409_纵横四海.jpg,5,看了好些遍，还是喜欢，张国荣在桥上给钟楚红一个熊抱，还喊着“大胖妞儿”……印象深刻呵。。他们三人这样简单而深刻的感情是非常非常可贵难得地！！
1295409,纵横四海,电影海报\1295409_纵横四海.jpg,4,有新武侠的潇洒。        “其实爱一个人并不是要跟她一辈子的。我喜欢花，难道你摘下来让我闻；我喜欢风，难道你让风停下来；我喜欢云，难道你就让云罩着我；我喜欢海，难道我就去跳海？”
1295409,纵横四海,电影海报\1295409_纵横四海.jpg,5,以前看只会傻乐，现在看时总不自觉地要为钵仔糕神伤。他表面上是个风流潇洒的浪子，爱流浪四方，爱风云鲜花，但骨子里却是个坚忍不拔、至情至性的侠客。要怎样的隐忍，才能让他佯装断腿预谋翻身，即使被养父侮辱被喽啰殴打也不为所动？要怎样的豁达，才能让他笑着目送自己心爱的女人躺入最亲的兄弟的怀抱？他坐在轮椅上看着红豆翩翩起舞时，他背着身说出那句“祝你们两个春梦了无痕”时，心里翻涌着多少潮水与浪花？但这个男人把一切挣扎与斗争全都内化在了心里，呈现在外的永远是一张灿烂阳光的笑脸。这是多么温柔、多么可爱、多么伟大的一个男人啊。
1295409,纵横四海,电影海报\1295409_纵横四海.jpg,4,亚占，你哥哥说该起来拿画了。
1295409,纵横四海,电影海报\1295409_纵横四海.jpg,4,就是因为这部剧而成为荣迷的～  至今看的次数最多的一部电影了吧  每次看都有新的发现 看不够 每帧都可以结下了分析。还有 好羡慕红豆啊 有那么好的友情爱情
1295409,纵横四海,电影海报\1295409_纵横四海.jpg,3,这评分就很离谱，已不能用虚高来形容
,纵横四海,,5,
1295409,纵横四海,电影海报\1295409_纵横四海.jpg,3,我已经长大了。我会说，既然可以直接炸开没人管为啥还要开密码锁；取子弹能否到远一点的地方取；为啥要装瘸腿没必要，最后一战没啥理由，其实可以直接拿画就走。一万发子弹也打不中人。拿扑克那个太蠢了，近在咫尺非要喷火玩……em………是我太苛刻了……
1295409,纵横四海,电影海报\1295409_纵横四海.jpg,2,无法理解本片在豆瓣为何如此高分，除了两大明星耍帅外还剩什么
35215516,终极对弈,电影海报\35215516_终极对弈.jpg,2,哎呀八股传记真的好难看...nf官字差到好像是英字机翻的= =||| 即便如此，亚仁的表演依旧有许多不俗的时刻。talent vs 八竿子打不着网民的荒唐的道德洁癖，胜负的结果永远是talent wins.
35215516,终极对弈,电影海报\35215516_终极对弈.jpg,3,中规中矩的片子，以为是集中在某一局，并以此展开，但其实是在讲胜与负，顺便讲讲高手对决的事情。两个人的表演都不错，不过核心还是李秉宪的曹薰铉，是以他为核心展开的一个故事。
35215516,终极对弈,电影海报\35215516_终极对弈.jpg,4,就很传统式的故事 不复杂的好看
35215516,终极对弈,电影海报\35215516_终极对弈.jpg,0,确实，这么禅的竞技不适合戏剧化的表达
35215516,终极对弈,电影海报\35215516_终极对弈.jpg,3,稳则稳矣，缺乏亮点。师徒二人在低谷期的反弹拍得过于轻巧，尤其刘亚仁在天台吃吃炸酱面就找到了个人风格，并以此制霸十余年，还是少了些铺垫，整体剧本重心还是偏向于师傅，所以李秉宪的表演空间更大一些，估计接下来能网罗几个演技奖吧。
35215516,终极对弈,电影海报\35215516_终极对弈.jpg,4,对戏是精彩的，两位主演的演技看得很过瘾。对于私德和艺术实力的关联，每个观众都有自己的判别。从作品本身来说，刘亚仁是绝对贴切的选角。
35215516,终极对弈,电影海报\35215516_终极对弈.jpg,4,在熟门熟路的韩国类型片里属于中上层次，刘亚仁角色表演发挥余地不大，反倒是李秉宪的表演相当不错。包裹的弑父情结看似有一点讨论的余地，可惜在中后段被剧作上的套路化所消解。
35215516,终极对弈,电影海报\35215516_终极对弈.jpg,3,中规中矩
35215516,终极对弈,电影海报\35215516_终极对弈.jpg,2,淡如白水
35215516,终极对弈,电影海报\35215516_终极对弈.jpg,4,如果咱真能安心能拍一部关于乒乓球的传记电影……
35215516,终极对弈,电影海报\35215516_终极对弈.jpg,5,虽然但是全程脑袋里只有一句话就是李秉宪好帅。，。dbq（）
35215516,终极对弈,电影海报\35215516_终极对弈.jpg,4,曹薰铉和李昌鎬真互相成就，難得的是，師徒感情沒崩，說明俩人都有大胸怀。曹薰铉自述：和李昌鎬對戰，累得要昏倒，只能躺著下棋，被稱"卧棋"。
,终极对弈,,4,
35215516,终极对弈,电影海报\35215516_终极对弈.jpg,4,拉着爸妈一起看的电影 第二天看新闻才知道 看完的那刻聂卫平病逝了
35215516,终极对弈,电影海报\35215516_终极对弈.jpg,4,好看，除了两位影帝演技碰撞外，电影本身聚焦的是人与人之间的关系成长，不单单是围棋技巧和胜负。刘亚仁 你得多拍戏。
35007126,绑架游戏,电影海报\35007126_绑架游戏.jpg,2,最大优势是只有90分钟片长
35007126,绑架游戏,电影海报\35007126_绑架游戏.jpg,2,【3】陈思诚刚幼儿园毕业的反转，悬疑片水平。逻辑漏洞剧情乱飞是一回事，最可笑的是这点低级的视听审美非要努力往“游戏感”去做局，搅局硬碰瓷自己的《动物世界》。但凡让有一般脑子的观众来策划都比男主角那套逗死人的思维强。本身东野圭吾的作品就只适合文本层面的，他的作品拍成影视剧必定削弱起逻辑和悬疑感。唯一有野心的是塑造了一个文明的反派，但也low死，跟胡冰卿那顶夜店女郎粉色假发一样塑料低级。
35007126,绑架游戏,电影海报\35007126_绑架游戏.jpg,3,Bug很多但最后电梯那幕设计真是精彩，还想说有必要加入爱情元素吗，原来在这里等着
35007126,绑架游戏,电影海报\35007126_绑架游戏.jpg,4,看了点映，比国庆其他电影好看些，演员演技都在线
35007126,绑架游戏,电影海报\35007126_绑架游戏.jpg,3,可能是剪得太短的原因，很多地方圆不回来，剧情漏洞太多，但我越来越能get到胡冰卿了
,绑架游戏,,5,
35007126,绑架游戏,电影海报\35007126_绑架游戏.jpg,1,巴你个头的西
35007126,绑架游戏,电影海报\35007126_绑架游戏.jpg,2,彭昱畅和女主没有一点CP感，剧本很失败，角色扁平脸谱化，感觉是为了反转而反转，最后那一段更是莫名其妙，没有一点说服力。
35007126,绑架游戏,电影海报\35007126_绑架游戏.jpg,3,"影片整体很工整，计谋反转完成度也高，就是看不到创作者的闪光点，像是完成一项作业，纸上干净字迹整洁，却没有灵魂。
是的，彭昱畅的表演也是走神没有走心，原来这部电影是韩延监制，如果没有韩延的话，恐怕彭昱畅不会接这部戏吧。毕竟他比较擅长演苦情角色和真情流露那种类型，智斗耍帅和他不搭。港真，彭昱畅表演的《异人之下》张楚岚，都比这个《绑架游戏》的陆飞有神采有灵魂。"
35007126,绑架游戏,电影海报\35007126_绑架游戏.jpg,2,有一种故弄玄虚的感觉。
35007126,绑架游戏,电影海报\35007126_绑架游戏.jpg,3,基于改编不会太差，但也不会很好～
35007126,绑架游戏,电影海报\35007126_绑架游戏.jpg,2,有一两分钟，彭的表演还是让我想起来，他是大象的主演之一
35007126,绑架游戏,电影海报\35007126_绑架游戏.jpg,0,【年末补标】太难看了，都没法坚持看完。上次出现这种情况还是《维和防暴队》，再上次是《超能一家人》。
35007126,绑架游戏,电影海报\35007126_绑架游戏.jpg,2,自以为高明的导演 和自以为有演技的演员
35007126,绑架游戏,电影海报\35007126_绑架游戏.jpg,1,上不了的飞机，去不了的巴西，爱情片的里子，悬疑片的外衣。为爱私奔版《没完没了》，但到处弥漫着《动物世界》的气息，改编东野圭吾结果本土化约等于零，光反派参加选举这一条，就直接纳入环大陆犯罪电影的赛道了，可信度直接打对折。小伙子一片孝心四处奔走买血袋，愣是不知道给院长翻身，是在世界观上增加了默认这里的人不会生褥疮的设定吗？往院子里扔一件衣服就证明绑架了，不知道以为快递到了呢。不管大事小情，就爱凑耳边压低音量说悄悄话，咋的，情趣胜利法啊？什么时候国产悬疑片揭秘的手法能够做到不对着拿嘴说反转：你没想到A是我用B换来的C实现了D吧？！你太E了！就差俩人对着讲PPT了，累不累啊？游戏，赌局，对决，阴谋，煞有介事的规划了一堆，结果目标是私奔，呵呵。明明都已经可以远走高飞，硬要引来警方调查，太抽象了，我服。
37207219,绚烂一刻,电影海报\37207219_绚烂一刻.jpg,4,"2.15 Berlinale Uber eats music hall,for me the brat summer is officially over"
37207219,绚烂一刻,电影海报\37207219_绚烂一刻.jpg,4,"不适合三类观众：对marketing和drama不感兴趣的人，
poser or boomers，music industry傀儡歌手的粉丝"
37207219,绚烂一刻,电影海报\37207219_绚烂一刻.jpg,4,摧毁一个人的职业生涯仅需要把她包装成泰勒斯威夫特以及为她举办一个eras tour
37207219,绚烂一刻,电影海报\37207219_绚烂一刻.jpg,3,#2026Sundance# 07 其实比预想的要好，手持摄影怼脸和所有角色身临其境的表演。某个时刻开始突然越来越不祥，中途捏碎玻璃杯流血不止和失败的身体疗愈差点以为要搞一点身体恐怖。但如果能真的就此转入《三女性》一样的梦魇就好了，或是Climax式的彻底疯狂，彻底的陷入strobe的绝望。但可惜没有，但也幸好没有，留下了一种温情，不知道这是否是Charile XCX现实中的感受和处境，厌倦了社交媒体和tiktok flash，绿野仙踪小仙女的演出反而是一次逃离“酷”的解脱。其实现在又觉得结尾是很悲伤的，讽刺性的广告，被彻底主流化，好像是一首挽歌，她已经不可能再同主流划清界限，但是她通过抹杀过去的自己而想和brat告别。现在真的开始好奇她下一张专辑或者她下一步会怎么走了
37207219,绚烂一刻,电影海报\37207219_绚烂一刻.jpg,1,"I’m so fucking confused, did I just watch a 2 hours Amazon Music commercial in theater?"
37207219,绚烂一刻,电影海报\37207219_绚烂一刻.jpg,5,非常少见的从本人出发的对于流行文化和音乐产业的既深度又讽刺的思考
37207219,绚烂一刻,电影海报\37207219_绚烂一刻.jpg,2,【D+】我真的不行了，结尾showgirl概念本身了。
37207219,绚烂一刻,电影海报\37207219_绚烂一刻.jpg,4,确实是很不寻常的概念了……看完更珍惜查理小程序在brat整个项目现象级成功之后还完完整整地保持了她一直热爱的queerness。还真挺能relate的，想起了很久之前在一个随机聚会上，有一个以为自己很酷的老师说自己有个快闪许可证，拉着我和朋友一起组个乐队演coldplay的yellow，我真是觉得so awful但是作为小朋友的我也只能假装热情说还挺好的……感觉至今记忆犹新也是太恨了（）
37207219,绚烂一刻,电影海报\37207219_绚烂一刻.jpg,3,一想到再浓烈的爱都会fade out不禁想s （nonono爱只是不浓烈了但爱会一直在）
37207219,绚烂一刻,电影海报\37207219_绚烂一刻.jpg,4,#Sundance-2026 谁能到这片的转折点在金小妹 (爆笑，真的很random)——并非剧情上的的关键转折，而是到这里忽然就从睡梦中诡异的清醒了。片子突然一下从一阵混乱、琐碎、迷醉、过度刺激的镜头中脱离出来开始focus到一个一个大块事件和冲突。e大担任笑点王(I can't be associated with communists...)，整个cast演的都很好，全片都是各种轰炸式彩虹频闪、手持特写、大字报，原汁原味的brat。最后的monologue也非常的感人: 能把我是明星我也会累这句话表达的能让普罗大众共情也是不容易......总之粉丝大力推荐，路人谨慎观望(因为可能会看不懂剧情。。)
37207219,绚烂一刻,电影海报\37207219_绚烂一刻.jpg,3,处处身不由己被虚荣抱负与欢呼声推着走真是很可怜。。。看到最后的PRET A MANGER有点感伤，上海应该已经关了很多年了
37207219,绚烂一刻,电影海报\37207219_绚烂一刻.jpg,3,开场五分钟就像是落入大型诈骗现场——以为是开脑洞的同人剧情片，结果是粉丝向的同人纪录片。脑海中顿时冒出无数个问号，查理小程序为什么要用这种方式来给brat下葬？当E大出现的时候我是真的佩服他的敬业精神，在如此荒谬的概念下他居然能保持一副正经工作的态度，而Kylie Jenner的出现更是令人咋舌，因为她扮演的是一个完全遵从社会大众对她本人现实观感的角色，不明白这是一种肯定还是依从。当然最终谜底揭晓，整个娱乐圈也只有那个女人值得小程序拍一部电影来挑衅
37207219,绚烂一刻,电影海报\37207219_绚烂一刻.jpg,4,很强的debut feature，比预想中好太多！讽刺，黑色幽默，极其风格化。前面所有偷窥式晃动的镜头和充满噪点的画面就像是Charli的音乐风格一样strange and queer，尤其喜欢有几处人物瞥一眼镜头仿佛打破了第四面墙，就像是Charli曾经那个small gay niche fan circle一样。这种风格一直持续到结尾，在一系列矛盾碰撞之后，与开头的夜店风蒙太奇呼应的一秒闪过，这场绿色大梦正式结束，影片突然变成了最正统的精致画面和圆满大结局，brat和这部电影一起宣告了自己的死亡。
37207219,绚烂一刻,电影海报\37207219_绚烂一刻.jpg,3,Charli XCX有自己的《偶像漩涡》（两者还共享了Rachel Sennott）和 《明日匆匆》，时至今日《流行歌星：永不停歇》的含金量还在上升。巨星们总是自满、目中无人并且自我意识爆棚的，无论将这部作品看作纪录或喜剧或伪记录片，都能真切感受到那场曾经席卷这个世代的流行文化风暴的背后真义，乃至她身在其中的所思所感。尽管成片仍然难逃戏谑随意的感觉，却又对它渴望照见的对这个产业的观察与讽刺有些体会。看得还是快乐的，但真的不需要更多了。
37207219,绚烂一刻,电影海报\37207219_绚烂一刻.jpg,4,(8/10) #Sundance2026# 原钻味道的伪纪录片，揭露娱乐业对明星异化逻辑的主题算是经久不衰的，但本片超出我期待的优点是对这一主题的呈现方式是很Charli Xcx的，也是对短视频碎片化时代电影语言与剪辑的很好实践。Charli的表演非常出色，虽然演本人没那么难，但这种模糊虚实的讲述方式对她演技的要求不低。结尾看上去要走向俗套，细看又有多义性的成分。作为Charli和导演的首作，令人惊喜 01312026 @ Ray Theatre
26586556,绝地战警：生死与共,电影海报\26586556_绝地战警：生死与共.jpg,3,还行。八年前，看过第一部。
26586556,绝地战警：生死与共,电影海报\26586556_绝地战警：生死与共.jpg,3,土嗨土嗨的
26586556,绝地战警：生死与共,电影海报\26586556_绝地战警：生死与共.jpg,3,绷不住了，奥斯卡上扇的巴掌在电影里都被搭档扇回来了
26586556,绝地战警：生死与共,电影海报\26586556_绝地战警：生死与共.jpg,3,片尾麦克格雷斯竟然弱鸡到穿不动防弹板，令人失望。
26586556,绝地战警：生死与共,电影海报\26586556_绝地战警：生死与共.jpg,2,剧情稀烂，人物还是老样子，二人插科打诨的化学效果也消失殆尽，有些系列ip该作古就别老出来瞎折腾了。一星给到还算及格的几场动作戏，电梯内男女打斗段落如果再长一些就好了，可惜这场戏是配角之间的无关紧要的打斗，所以没有太用心呈现。一星给到最后呼在威尔史密斯脸上的仨巴掌，马丁劳伦斯下手还是轻了……
26586556,绝地战警：生死与共,电影海报\26586556_绝地战警：生死与共.jpg,4,很标准的好莱坞电影，6月6日在香港看的首映。比预期的要精彩很多，打斗、枪战、插科打诨样样都有。搞笑的地方有不少，大部分是比较地狱的美国特有的种族笑话和18X黄段子，现场观众笑的很开心。很好奇国内上映的时候会被“咔嚓”剪成or翻译成什么样子呢……
26586556,绝地战警：生死与共,电影海报\26586556_绝地战警：生死与共.jpg,3,依然老套，依然嘴炮，当然最后房间里的枪战戏调度场面不错。
26586556,绝地战警：生死与共,电影海报\26586556_绝地战警：生死与共.jpg,5,爽就完了！
26586556,绝地战警：生死与共,电影海报\26586556_绝地战警：生死与共.jpg,1,简直绝了，我很惊讶原来要素过多对于这个系列是不适用的。。上一集的剧情已经不记得，只是隐隐约约记得是洒狗血集大成者；这回主创更进一步，在两个小时内几乎集齐了好莱坞爆米花片的所有烂梗，将此片打造成了烂俗段子的百科全书。但是平心而论，假如给威尔史密斯那个性感拉丁儿子安排二十分钟的床戏，我可能会多给一星。
26586556,绝地战警：生死与共,电影海报\26586556_绝地战警：生死与共.jpg,4,比上部好看
26586556,绝地战警：生死与共,电影海报\26586556_绝地战警：生死与共.jpg,5,Shut fuck up 爽就完事了
26586556,绝地战警：生死与共,电影海报\26586556_绝地战警：生死与共.jpg,4,最近真的好难得看到这么合格的屎尿屁电影了，有几个梗真的全场笑晕。
26586556,绝地战警：生死与共,电影海报\26586556_绝地战警：生死与共.jpg,4,爆米花喜剧片
26586556,绝地战警：生死与共,电影海报\26586556_绝地战警：生死与共.jpg,2,90年代乡巴佬主题公园
,绝地战警：生死与共,,4,
35295232,绮梦之旅,电影海报\35295232_绮梦之旅.jpg,1,从此以后我会对“已经22岁了绞尽脑汁想出的最exciting的毕设主题是梦、情绪和自我疗愈”的art school student多一分尊重，因为本片导演人到中年还能把this bullshit搬上大银幕并请来两位明星主演呢！
35295232,绮梦之旅,电影海报\35295232_绮梦之旅.jpg,3,相比于科林·法瑞尔和玛格特·罗比间没多少化学反应的romcom桥段，《绮梦之旅》的意义更多在于对现代人的温柔启示——直面但不沉湎于过去，接受孤独和自我的同时抵抗回避建立关系的情感惯性——是否开启这场盛大、勇敢、美丽的旅程的决定全在于自己。一路绝美的风光和郭共达教科书式的电影语言尽可能弥补了在推动情节的方式上略显刻板和重复的剧本。瞬息万变的场景和天气，在首次为好莱坞电影配乐的久石让颇具个人风格的演绎下，构成了影片本身犹如梦境的韵律。同场的老人和年轻观众的投入程度不是一个等级，或许在不同的年龄看这部电影会有不同的感受吧。
35295232,绮梦之旅,电影海报\35295232_绮梦之旅.jpg,3,一开始更像是一个小男人的虚空幻想，只到很后面男女主角两个人才逐渐转成平等叙事。这一路其实是把创伤与不堪和对方坦诚相见，最后又各自治愈后一起携手向前。雨天晴天随心境变化。有些戏写的挺不错，但还是拍得太简单了。
35295232,绮梦之旅,电影海报\35295232_绮梦之旅.jpg,3,用极具风格化的方式，讲了一个经典好莱坞叙事结构的故事。尤其喜欢片中的声音设计——雨声的运用恰到好处，何时该用音乐、何时保留音效、如何处理人声层次，全都拿捏得非常平衡。所选取的配乐也刚好踩在我的审美点上，很舒服。
35295232,绮梦之旅,电影海报\35295232_绮梦之旅.jpg,2,为拍新片强说愁
35295232,绮梦之旅,电影海报\35295232_绮梦之旅.jpg,3,心思烦躁的时候 竟然完全看不进去//no one is coming
35295232,绮梦之旅,电影海报\35295232_绮梦之旅.jpg,3,好突然的爱意。交互面对创伤，甚至不如maniac浪漫。
35295232,绮梦之旅,电影海报\35295232_绮梦之旅.jpg,4,预感到这个片子评分会很两极分化。在一部电影中看到了韦斯安德森的色彩和爱乐之城的浪漫，但是它的天马行空又是独一无二的。整个故事像一个巨大的真心话大冒险3D游戏，画面充斥着舞台剧的表演力。但我扣一星给剧情，我的现实主义牵制着我不能完全沉浸。
35295232,绮梦之旅,电影海报\35295232_绮梦之旅.jpg,3,在爱情片缓慢复苏、基本每年都能有惊喜的当下，以及两个主演和导演基本都刚从一部成功的作品毕业的背景，还有许多星光助演和一流技术的支持。看完最多的疑问其实是“为什么会如此失败？” ，而非对故事本身以及如此缓慢节奏的疑惑。想用“散文诗”处理高概念的爱情片费力不太好，拆开看确实是“丰盛、胆大、美丽的”，和在一起就是灾难。莫名感觉Damien Chazalle或者Richard Linklater会更好些。
35295232,绮梦之旅,电影海报\35295232_绮梦之旅.jpg,2,Beau是beautiful了，但是到底怎么big怎么bold了嘛，是指经费和排场吗？本身确实非常期待，这主演，这导演，这种穿梭往复人世阶段的故事，这种流光溢彩静水深流的调性，结果永远断不了的尾里只有Lily Rabe的客串让我为之一振。我的Colin不脱衣服还好，一脱，也还是有了些老态，但又帅又像卡通的气质，依然没变。
35295232,绮梦之旅,电影海报\35295232_绮梦之旅.jpg,2,奇幻版的陈词滥调，干巴巴的心灵鸡汤。那些对白啊，大多不像是两个真实存在的人物会说的话，而明显是编剧想要塞进去的台词唉……
,绮梦之旅,,3,
35295232,绮梦之旅,电影海报\35295232_绮梦之旅.jpg,4,先爱自己才能好好爱别人，每个人都永远是个谜需要持续探索
35295232,绮梦之旅,电影海报\35295232_绮梦之旅.jpg,2,其实更想说，在一个爱情逐渐变得不再是必需品的时代，爱情电影要如何找到自己的新范式也是蛮重要的。
35295232,绮梦之旅,电影海报\35295232_绮梦之旅.jpg,3,美术很好
35750086,维珍朋克：发条女孩,电影海报\35750086_维珍朋克：发条女孩.jpg,4,还是熟悉的故事，熟悉的人，但身体更强更美了。
35750086,维珍朋克：发条女孩,电影海报\35750086_维珍朋克：发条女孩.jpg,4,70分
35750086,维珍朋克：发条女孩,电影海报\35750086_维珍朋克：发条女孩.jpg,5,作画变态强，在电影院看是真爽
35750086,维珍朋克：发条女孩,电影海报\35750086_维珍朋克：发条女孩.jpg,4,"当钢铁超越血肉，暴力超越秩序。
依旧是被操控的少女、复仇与救赎。"
35750086,维珍朋克：发条女孩,电影海报\35750086_维珍朋克：发条女孩.jpg,4,今夕何年还能看到梅津泰臣，还是男性-少女，身体-控制，纯情-污染的老套路再来，差不多是减轻了口味版的《风筝》，细节、动作、节奏都还是顶级，恶趣味也还是恶趣味。
35750086,维珍朋克：发条女孩,电影海报\35750086_维珍朋克：发条女孩.jpg,3,自我致敬是吧，好歹搞的完整点，这单拍个序幕是何意
35750086,维珍朋克：发条女孩,电影海报\35750086_维珍朋克：发条女孩.jpg,3,一看就是梅津泰臣
35750086,维珍朋克：发条女孩,电影海报\35750086_维珍朋克：发条女孩.jpg,3,挺变态的局面
35750086,维珍朋克：发条女孩,电影海报\35750086_维珍朋克：发条女孩.jpg,3,大制作观感爽飞了，但即使是画的就这么把14岁女孩的裸体在电影院屏幕上放真的是可以的吗？？
35750086,维珍朋克：发条女孩,电影海报\35750086_维珍朋克：发条女孩.jpg,4,梅氏黄暴热烈回归！
35750086,维珍朋克：发条女孩,电影海报\35750086_维珍朋克：发条女孩.jpg,2,只能说部分动作分镜极佳，剩下的就是导演自己的性癖
35750086,维珍朋克：发条女孩,电影海报\35750086_维珍朋克：发条女孩.jpg,2,无语住了，还给打码，看了个寂寞。
35750086,维珍朋克：发条女孩,电影海报\35750086_维珍朋克：发条女孩.jpg,1,"！！！
～～～～～～～～～～～～～～～～
果然是我太看得起梅津了，眼距画的比bjd娃娃都宽，动作应该用了动作捕捉，但是整个运镜太你大爷的快了，屁都看不清，和吉伦哈尔演的《亡命救护车有一拼》……还有那个马赛克，那个是马赛克么？

都什么年代了，还在用几十年前OVA的水准和剧本，一点长进都没有"
35750086,维珍朋克：发条女孩,电影海报\35750086_维珍朋克：发条女孩.jpg,0,动画瑕疵这么明显了还能让我不眨眼一口气看完。不愧是梅津泰臣，还是那个骨子里硬度到位的迷恋血腥暴力的变态萝莉控。
35750086,维珍朋克：发条女孩,电影海报\35750086_维珍朋克：发条女孩.jpg,3,味儿太冲了。
27060077,绿皮书,电影海报\27060077_绿皮书.jpg,1,这不但是撞车以来最差的奥斯卡最佳影片，还是部最“坏”的奥斯卡最佳影片。
27060077,绿皮书,电影海报\27060077_绿皮书.jpg,3,表演真棒。
27060077,绿皮书,电影海报\27060077_绿皮书.jpg,5,让人印象最深的片段是他们的车在南部的乡间小路上抛锚，和田里劳作的黑奴对视的那一幕，无声却发出巨响。
27060077,绿皮书,电影海报\27060077_绿皮书.jpg,0,我这个鄙俗粗蛮的小可爱就要撬开您那森严优雅而又防备的世界。
27060077,绿皮书,电影海报\27060077_绿皮书.jpg,5,绝对是今年tiff我看过的最有意思的一部电影，全场笑声掌声就没停过。节奏欢快，情节有趣又不失深度。V叔扮演的来自Bronx街头的意大利裔司机和Ali扮演的受高等教育的黑人音乐家碰撞出令人惊喜的火花，二人从纽约一路向南巡演，然而越向南种族歧视也越来越严重。导演用一种巧妙的角度向观众展示了当时的不公以及音乐家内心的纠葛。尽管他从小就在不同的重要场合表演，然而最尽兴的一次却是在圣诞前夕的一个黑人小酒吧。他最终选择了为自己发声，不再对歧视屈服。结局温馨感人，着实是一部好电影。
27060077,绿皮书,电影海报\27060077_绿皮书.jpg,5,"Mahershala說片子里某個根本不會被人注意到的佈景里的某塊石頭或許就是V撿的。他說V在拍攝的時候，一直留心撿很漂亮的石頭，撿到了就拿給導演說：看，把這塊石頭放在背景里會有多好看
說到電影里的部分，他可能增肥了有二三十斤，從來沒見過他有那麼大的肚腩（現在似乎已經減回來了）。今天在看V表演時，大部分的時間，我忘了他是Viggo，他就是那樣一個沒文化又油滑、滿嘴跑火車的司機。
僅僅偶爾偶爾有幾個他不說話、只抽煙的鏡頭，鼻孔一噴白霧，就那麼一瞥，卻還像是十幾年前、《東方的承諾》里那個冷酷無情的殺手。
今天導演說He’s a great person before he’s a great actor. 這麼多年了，還是一直一直都沒變啊。"
27060077,绿皮书,电影海报\27060077_绿皮书.jpg,4,“世界上孤独的人都害怕迈出第一步” 从最开始的矛盾抵触、到被迫站到一边慢慢调和、甚至最后的惺惺相惜，这不是一趟抛开歧视的旅途，而是两个孤独的人从彼此身上看到另一个世界，一个更真实的世界。纵使有太多不同，种族的、阶层的、贫富的，都可以在这一场春风化雨、淡入心灵的结伴同行中，化干戈为玉帛。“爱上你是件毫不费事的事情”、“如果我不够白，也不够gay，又不够男人，那么你告诉我，我到底是谁”…唐·谢利为托尼口述如初恋般的情书，托尼教唐接地气的吃鸡，并在小镇里彼此解围，最伟大的友谊不过如此。根据真实故事改编，可爱精致的友情小品，美国版《触不可及》，今年奥斯卡最佳影片锁定它了。“谢谢你把丈夫分享给我”
